Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Fault Code,Battery V,Cable Pwr V,Turbidity FNU,TSS mg/L,ODO % sat,ODO mg/L,pH,pH mV,Temp °C,Cond µS/cm,SpCond µS/cm,Sal psu,nLF Cond µS/cm,TDS mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PE RFU,BGA-PE µg/L,fDOM RFU,fDOM QSU,Press psi a,Depth m
16-09-21,17:59:49,0,Default Site,0,5.8,11.7,0.85,0,103.2,6.56,8.09,-107.2,29.189,55793.5,51660.3,33.84,51206.4,33579,0.7,3.34,0.85,3.36,0.55,1.62,1.063,0.725
16-09-21,18:05:49,0,Default Site,0,5.8,11.7,1.34,0,103.3,6.56,8.09,-107.1,29.208,55956,51793.2,33.94,51335.9,33666,0.57,2.72,0.46,2,0.5,1.49,1.066,0.727
16-09-21,18:11:49,0,Default Site,0,5.8,11.7,0.9,0,103,6.55,8.09,-107.1,29.194,55785.5,51648.5,33.83,51194.1,33572,0.62,2.98,0.69,2.81,0.52,1.55,1.059,0.723
16-09-21,18:17:49,0,Default Site,0,5.8,11.7,1.86,0,102.8,6.54,8.09,-107.1,29.173,55668.4,51559,33.77,51107.8,33513,0.77,3.7,0.78,3.12,0.54,1.61,1.048,0.715
16-09-21,18:23:49,0,Default Site,0,5.8,11.7,0.8,0,102.7,6.54,8.09,-107.2,29.176,55676.7,51563.8,33.77,51112.1,33516,0.53,2.49,0.56,2.34,0.52,1.56,1.042,0.71
16-09-21,18:29:49,0,Default Site,0,5.8,11.7,1.24,0,102.5,6.52,8.09,-107.1,29.174,55697.7,51585.2,33.79,51133.6,33530,0.64,3.07,0.74,2.98,0.55,1.65,1.045,0.713
16-09-21,18:35:49,0,Default Site,0,5.8,11.7,0.9,0,101.9,6.48,8.09,-107.1,29.188,55680.2,51556.5,33.77,51103.6,33512,0.64,3.04,0.48,2.06,0.52,1.54,1.04,0.709
16-09-21,18:41:49,0,Default Site,0,5.8,11.7,0.95,0,101.7,6.47,8.09,-107,29.171,55658.8,51551.7,33.76,51100.7,33509,0.58,2.75,0.73,2.95,0.53,1.58,1.037,0.707
16-09-21,18:47:49,0,Default Site,0,5.8,11.7,1.04,0,101.1,6.44,8.09,-106.9,29.168,55610.8,51510.4,33.73,51060.2,33482,0.71,3.39,0.86,3.41,0.55,1.64,1.019,0.694
16-09-21,18:53:49,0,Default Site,0,5.8,11.7,1.2,0,98.4,6.27,8.08,-106.4,29.135,55396.7,51342.2,33.61,50897.1,33372,0.62,2.97,0.64,2.62,0.61,1.81,1.024,0.698
16-09-21,18:59:49,0,Default Site,0,5.8,11.7,1.58,0,97.7,6.23,8.07,-106.3,29.117,55213.7,51188.5,33.5,50746.8,33273,0.87,4.23,1.28,4.88,0.66,1.96,1.018,0.694
16-09-21,19:05:49,0,Default Site,0,5.8,11.7,1.47,0,100.9,6.43,8.09,-106.8,29.121,55281.8,51248.2,33.54,50805.5,33311,0.63,3.03,0.61,2.51,0.66,1.95,1.007,0.686
16-09-21,19:11:49,0,Default Site,0,5.8,11.7,0.67,0,101.9,6.51,8.09,-106.9,29.055,55161.9,51197.1,33.51,50762.4,33278,0.58,2.74,0.65,2.68,0.62,1.84,1.005,0.685
16-09-21,19:17:49,0,Default Site,0,5.8,11.7,1.12,0,102.5,6.54,8.09,-106.9,29.019,55190.4,51256.2,33.55,50825.1,33317,0.6,2.87,0.47,2.02,0.6,1.79,1.006,0.686
16-09-21,19:23:49,0,Default Site,0,5.8,11.7,0.77,0,102.2,6.52,8.09,-106.9,29.066,55326,51338.9,33.61,50901.6,33370,0.61,2.9,0.68,2.78,0.59,1.77,1.007,0.686
16-09-21,19:29:49,0,Default Site,0,5.8,11.7,1.06,0,102.9,6.57,8.09,-106.9,29.028,55222.4,51277.4,33.57,50845,33330,0.6,2.86,0.55,2.31,0.6,1.79,1.003,0.684
16-09-21,19:35:49,0,Default Site,0,5.8,11.7,0.65,0,103,6.57,8.09,-107,29.047,55259.3,51294.2,33.58,50859.5,33341,0.66,3.17,0.78,3.13,0.6,1.8,1.003,0.684
16-09-21,19:41:49,0,Default Site,0,5.8,11.7,1.19,0,102.7,6.56,8.09,-106.9,29.046,55272.9,51307.6,33.59,50872.9,33350,0.62,2.93,0.67,2.74,0.63,1.87,1.014,0.691
16-09-21,19:47:49,0,Default Site,0,5.8,11.7,8.95,0,98.4,6.27,8.07,-106.2,29.095,55416.8,51397,33.65,50956.1,33408,0.69,3.31,0.77,3.08,0.64,1.9,1.013,0.691
16-09-21,19:53:49,0,Default Site,0,5.8,11.7,1.49,0,99.8,6.37,8.08,-106.4,29.087,55383.6,51373.5,33.63,50933.7,33393,0.65,3.09,0.61,2.54,0.64,1.9,1.008,0.687
16-09-21,19:59:49,0,Default Site,0,5.8,11.7,1.11,0,100.1,6.38,8.08,-106.3,29.104,55411.2,51383.8,33.64,50942,33399,0.58,2.74,0.45,1.97,0.62,1.85,1.001,0.682
16-09-21,20:05:49,0,Default Site,0,5.8,11.7,0.62,0,98.5,6.28,8.07,-106.2,29.097,55400.9,51380.1,33.64,50939,33397,0.47,2.21,0.66,2.68,0.59,1.75,1.009,0.688
16-09-21,20:11:49,0,Default Site,0,5.8,11.7,0.78,0,101.4,6.47,8.08,-106.6,29.081,55349.8,51347.7,33.62,50908.7,33376,0.43,1.99,0.3,1.42,0.61,1.82,1.005,0.685
16-09-21,20:17:49,0,Default Site,0,5.8,11.7,0.86,0,101.6,6.48,8.08,-106.7,29.066,55335.8,51348.1,33.62,50910.8,33376,0.67,3.2,0.56,2.36,0.56,1.66,1.002,0.683
16-09-21,20:23:49,0,Default Site,0,5.8,11.7,0.78,0,102.2,6.52,8.09,-106.8,29.079,55380.2,51377.2,33.64,50938.2,33395,1,4.85,0.88,3.46,0.55,1.63,1.008,0.687
16-09-21,20:29:49,0,Default Site,0,5.8,11.7,1.08,0,101.9,6.5,8.08,-106.8,29.092,55453.3,51433.7,33.68,50992.7,33432,0.48,2.23,0.48,2.06,0.54,1.61,1.029,0.701
16-09-21,20:35:49,0,Default Site,0,5.8,11.7,0.83,0,102.3,6.54,8.09,-107,28.976,55039,51154.1,33.48,50728.6,33250,0.52,2.43,0.45,1.96,0.7,2.08,1.02,0.695
16-09-21,20:41:49,0,Default Site,0,5.8,11.7,1.77,0,102.5,6.55,8.08,-106.8,28.982,55143.5,51246.1,33.54,50819.2,33310,0.79,3.8,0.55,2.32,0.63,1.89,1.033,0.705
16-09-21,20:47:49,0,Default Site,0,5.8,11.7,0.79,0,102.3,6.54,8.08,-106.8,29.025,55237.3,51293.9,33.58,50861.8,33341,0.49,2.3,0.55,2.33,0.63,1.89,1.044,0.712
16-09-21,20:53:49,0,Default Site,0,5.8,11.7,0.73,0,102.6,6.55,8.09,-106.9,29.025,55227.2,51284.8,33.57,50852.7,33335,0.48,2.22,0.41,1.81,0.6,1.77,1.042,0.711
16-09-21,20:59:49,0,Default Site,0,5.8,11.7,0.82,0,103,6.59,8.09,-106.9,28.968,55071.2,51191.4,33.5,50766.5,33274,0.52,2.47,0.76,3.04,0.62,1.85,1.05,0.716
16-09-21,21:05:49,0,Default Site,0,5.8,11.7,1.1,0,102.8,6.56,8.09,-106.9,29.026,55257.2,51311.3,33.59,50878.8,33352,0.48,2.26,0.51,2.17,0.58,1.72,1.039,0.709
16-09-21,21:11:49,0,Default Site,0,5.8,11.7,0.63,0,102.4,6.54,8.09,-106.8,29.053,55351.7,51374.2,33.64,50938.1,33393,0.41,1.88,0.28,1.37,0.52,1.54,1.048,0.715
16-09-21,21:17:49,0,Default Site,0,5.8,11.7,0.44,0,102.5,6.54,8.09,-106.9,29.052,55335.3,51360.4,33.63,50924.6,33384,0.6,2.87,0.5,2.14,0.53,1.57,1.064,0.726
16-09-21,21:23:49,0,Default Site,0,5.8,11.7,0.61,0,102.2,6.52,8.08,-106.8,29.099,55531.3,51499.8,33.73,51057.5,33475,0.41,1.9,0.32,1.51,0.5,1.48,1.062,0.724
16-09-21,21:29:49,0,Default Site,0,5.8,11.7,0.79,0,101.9,6.49,8.08,-106.7,29.108,55549.8,51508.7,33.73,51065.4,33481,0.51,2.39,0.22,1.13,0.5,1.49,1.062,0.725
16-09-21,21:35:49,0,Default Site,0,5.8,11.7,0.86,0,102.5,6.53,8.08,-106.8,29.11,55554.5,51510.9,33.74,51067.2,33482,0.62,2.96,0.55,2.32,0.52,1.54,1.064,0.726
16-09-21,21:41:49,0,Default Site,0,5.8,11.7,1.14,0,102.3,6.52,8.08,-106.8,29.103,55538.9,51502.5,33.73,51059.6,33477,0.45,2.12,0.49,2.09,0.48,1.42,1.074,0.733
16-09-21,21:47:49,0,Default Site,0,5.8,11.7,0.63,0,103,6.57,8.09,-107,29.095,55529.4,51501.3,33.73,51059.5,33476,0.36,1.66,0.19,1.04,0.49,1.46,1.081,0.737
16-09-21,21:53:49,0,Default Site,0,5.8,11.7,1.15,0,102.6,6.54,8.09,-106.9,29.088,55493.4,51474,33.71,51033.1,33458,0.41,1.89,0.14,0.86,0.44,1.32,1.071,0.73
16-09-21,21:59:49,0,Default Site,0,5.8,11.7,1.3,0,102.9,6.56,8.09,-107,29.071,55446.7,51446.1,33.69,51007.3,33440,0.46,2.14,0.45,1.97,0.5,1.48,1.085,0.74
16-09-21,22:05:49,0,Default Site,0,5.8,11.7,1.37,0,102.6,6.54,8.09,-106.8,29.089,55507.9,51487.1,33.72,51046,33467,0.71,3.43,0.48,2.08,0.47,1.39,1.093,0.746
16-09-21,22:11:49,0,Default Site,0,5.8,11.7,0.59,0,102.2,6.51,8.08,-106.8,29.1,55549.8,51515.2,33.74,51072.6,33485,0.38,1.76,0.06,0.57,0.48,1.44,1.097,0.749
16-09-21,22:17:49,0,Default Site,0,5.8,11.7,0.61,0,102.8,6.55,8.09,-106.9,29.108,55585.3,51541.1,33.76,51097.4,33502,0.62,2.97,0.18,1.01,0.45,1.34,1.109,0.757
16-09-21,22:23:49,0,Default Site,0,5.8,11.7,0.57,0,102.7,6.54,8.09,-106.9,29.108,55578.4,51534.9,33.75,51091.3,33498,0.38,1.76,0.15,0.89,0.48,1.42,1.117,0.762
16-09-21,22:29:49,0,Default Site,0,5.8,11.7,0.53,0,102.7,6.55,8.09,-106.9,29.104,55553.8,51515.7,33.74,51072.6,33485,0.32,1.42,0.17,0.99,0.43,1.29,1.12,0.765
16-09-21,22:35:49,0,Default Site,0,5.8,11.7,0.61,0,103,6.57,8.09,-106.9,29.085,55532.2,51513.4,33.74,51072.6,33484,0.65,3.12,0.16,0.94,0.43,1.28,1.124,0.767
16-09-21,22:41:49,0,Default Site,0,5.8,11.7,0.83,0,102.8,6.55,8.09,-106.9,29.097,55517.9,51489.1,33.72,51047.1,33468,0.4,1.83,0.15,0.88,0.44,1.29,1.126,0.768
16-09-21,22:47:49,0,Default Site,0,5.8,11.7,0.34,0,102.5,6.53,8.08,-106.8,29.127,55706.9,51636.2,33.83,51189.5,33564,0.49,2.27,0.39,1.74,0.4,1.18,1.146,0.783
16-09-21,22:53:49,0,Default Site,0,5.8,11.7,0.87,0,102.7,6.53,8.09,-106.9,29.153,55811.2,51709.5,33.88,51259.2,33611,0.3,1.33,0.02,0.46,0.34,0.99,1.156,0.789
16-09-21,22:59:49,0,Default Site,0,5.8,11.7,0.42,0,102,6.49,8.08,-106.8,29.16,55798.3,51690.9,33.87,51240,33599,0.31,1.39,0.08,0.66,0.34,1.02,1.16,0.792
16-09-21,23:05:49,0,Default Site,0,5.8,11.7,0.35,0,102.6,6.53,8.09,-106.9,29.16,55818.9,51710.5,33.88,51259.4,33612,0.35,1.59,0.06,0.59,0.34,1.02,1.168,0.797
16-09-21,23:11:49,0,Default Site,0,5.8,11.7,0.74,0,102.2,6.5,8.08,-106.8,29.166,55823,51708.4,33.88,51256.6,33610,0.38,1.74,0.24,1.23,0.36,1.07,1.173,0.801
16-09-21,23:17:49,0,Default Site,0,5.8,11.6,0.62,0,103,6.55,8.09,-107,29.167,55840.8,51724.1,33.89,51272,33621,0.44,2.06,0.17,0.98,0.34,1.01,1.18,0.806
16-09-21,23:23:49,0,Default Site,0,5.8,11.6,0.58,0,102.7,6.53,8.09,-106.9,29.17,55833.4,51714.2,33.88,51261.9,33614,0.66,3.13,0.66,2.68,0.36,1.06,1.19,0.813
16-09-21,23:29:49,0,Default Site,0,5.8,11.7,0.64,0,102.4,6.51,8.08,-106.8,29.168,55835.1,51717.6,33.89,51265.4,33616,0.43,2,0.34,1.56,0.35,1.05,1.192,0.814
16-09-21,23:35:49,0,Default Site,0,5.8,11.7,0.48,0,101.8,6.48,8.08,-106.8,29.173,55839.6,51717.1,33.89,51264.4,33616,0.42,1.93,0.39,1.73,0.38,1.12,1.206,0.824
16-09-21,23:41:49,0,Default Site,0,5.8,11.6,0.4,0,102.2,6.5,8.09,-106.9,29.172,55834.9,51714,33.88,51261.5,33614,0.39,1.78,0.22,1.16,0.37,1.1,1.213,0.829
16-09-21,23:47:49,0,Default Site,0,5.8,11.6,0.71,0,101.6,6.46,8.09,-106.9,29.176,55837.1,51712.2,33.88,51259.2,33613,0.63,3.02,0.33,1.54,0.4,1.18,1.215,0.83
16-09-21,23:53:49,0,Default Site,0,5.8,11.6,0.31,0,101.9,6.48,8.09,-106.8,29.174,55833.1,51710.9,33.88,51258.3,33612,0.55,2.59,0.77,3.08,0.37,1.09,1.228,0.839
16-09-21,23:59:49,0,Default Site,0,5.8,11.7,0.57,0,101.7,6.47,8.08,-106.8,29.178,55834.6,51708.3,33.88,51255.1,33610,0.4,1.83,0.15,0.89,0.41,1.21,1.221,0.834
16-09-22,0:05:49,0,Default Site,0,5.8,11.7,0.36,0,101.9,6.48,8.08,-106.8,29.17,55823.4,51704.9,33.88,51252.6,33608,1.34,6.55,0.95,3.71,0.41,1.22,1.239,0.847
16-09-22,0:11:49,0,Default Site,0,5.8,11.6,0.71,0,101.8,6.48,8.08,-106.8,29.172,55822.2,51702.4,33.87,51250,33607,0.28,1.24,0.09,0.69,0.42,1.23,1.25,0.854
16-09-22,0:17:49,0,Default Site,0,5.8,11.6,0.5,0,102.4,6.52,8.08,-106.8,29.17,55830,51711,33.88,51258.6,33612,0.65,3.08,0.72,2.93,0.42,1.25,1.26,0.861
16-09-22,0:23:49,0,Default Site,0,5.8,11.7,0.48,0,103,6.55,8.09,-106.9,29.17,55828.8,51710.2,33.88,51258,33612,0.48,2.23,0.18,1.02,0.43,1.28,1.264,0.864
16-09-22,0:29:49,0,Default Site,0,5.8,11.7,0.63,0,103.3,6.57,8.09,-107,29.161,55745.9,51641.9,33.83,51191.3,33567,0.58,2.73,0.36,1.64,0.46,1.36,1.269,0.867
16-09-22,0:35:49,0,Default Site,0,5.8,11.7,0.67,0,102,6.54,8.09,-106.9,28.91,54719,50916.5,33.3,50500.4,33096,0.61,2.9,0.45,1.95,0.65,1.95,1.296,0.886
16-09-22,0:41:49,0,Default Site,0,5.8,11.6,0.94,0,99.3,6.4,8.07,-106,28.628,53959.7,50462.6,32.98,50081.4,32801,0.56,2.65,0.57,2.39,1.22,3.66,1.311,0.897
16-09-22,0:47:49,0,Default Site,0,5.8,11.6,0.96,0,95.6,6.2,8.06,-105.6,28.333,53139.1,49958.8,32.62,49613.5,32473,0.58,2.76,0.64,2.62,1.82,5.45,1.327,0.908
16-09-22,0:53:49,0,Default Site,0,5.8,11.6,1.37,0,95.8,6.23,8.06,-105.1,28.227,52907.5,49836.2,32.53,49503.2,32394,0.76,3.65,1.25,4.76,2.11,6.31,1.343,0.919
16-09-22,0:59:49,0,Default Site,0,5.8,11.7,1.2,0,94.8,6.17,8.05,-104.8,28.208,52919.3,49864.2,32.55,49533,32412,0.71,3.41,1.4,5.3,2.13,6.37,1.348,0.923
16-09-22,1:05:49,0,Default Site,0,5.8,11.6,1.26,0,94.5,6.14,8.05,-104.8,28.245,53055.3,49958.8,32.62,49623.1,32473,0.73,3.5,1.19,4.56,2.08,6.22,1.361,0.931
16-09-22,1:11:49,0,Default Site,0,5.8,11.6,1.28,0,94.7,6.15,8.05,-104.8,28.275,53159.2,50029.5,32.67,49689.9,32519,0.87,4.21,1.28,4.87,1.98,5.94,1.359,0.93
16-09-22,1:17:49,0,Default Site,0,5.8,11.6,1.61,0,94.1,6.11,8.05,-104.7,28.298,53224.5,50070.3,32.7,49727.9,32546,0.76,3.65,1.28,4.89,1.96,5.87,1.359,0.93
16-09-22,1:23:49,0,Default Site,0,5.8,11.6,2.82,0,94.4,6.12,8.05,-104.9,28.366,53454.8,50225.8,32.81,49875.1,32647,0.89,4.3,1.17,4.51,1.67,5.01,1.364,0.934
16-09-22,1:29:49,0,Default Site,0,5.8,11.7,1.48,0,93.6,6.06,8.05,-104.7,28.433,53733.6,50427.1,32.96,50067.6,32778,0.74,3.54,0.88,3.49,1.66,4.97,1.366,0.935
16-09-22,1:35:49,0,Default Site,0,5.8,11.6,1.03,0,93.9,6.08,8.05,-104.9,28.427,53725.6,50424.7,32.96,50065.8,32776,0.65,3.13,0.85,3.36,1.67,5,1.356,0.928
16-09-22,1:41:49,0,Default Site,0,5.8,11.6,0.97,0,94.3,6.1,8.05,-105,28.44,53843.2,50524,33.03,50163.1,32841,0.66,3.14,0.81,3.23,1.62,4.85,1.364,0.933
16-09-22,1:47:49,0,Default Site,0,5.8,11.6,0.97,0,95.4,6.16,8.06,-105.2,28.481,53922.3,50560.7,33.06,50195,32864,0.65,3.11,0.72,2.93,1.5,4.5,1.36,0.931
16-09-22,1:53:49,0,Default Site,0,5.8,11.6,0.99,0,95.3,6.16,8.06,-105.2,28.478,53921.7,50563.1,33.06,50197.8,32866,0.62,2.93,0.64,2.63,1.55,4.65,1.363,0.933
16-09-22,1:59:49,0,Default Site,0,5.8,11.7,0.93,0,96.6,6.23,8.06,-105.5,28.565,54118,50668,33.13,50292.2,32934,0.51,2.42,0.53,2.25,1.37,4.09,1.355,0.927
16-09-22,2:05:49,0,Default Site,0,5.8,11.7,0.95,0,96.4,6.22,8.06,-105.4,28.55,54085.4,50650.6,33.12,50276.6,32923,0.54,2.57,0.53,2.25,1.37,4.1,1.36,0.931
16-09-22,2:11:49,0,Default Site,0,5.8,11.7,0.89,0,96.5,6.23,8.06,-105.5,28.523,54007.1,50602,33.08,50231.3,32891,0.55,2.58,0.49,2.09,1.44,4.3,1.36,0.931
16-09-22,2:17:49,0,Default Site,0,5.8,11.7,0.9,0,97.2,6.27,8.07,-105.7,28.531,54058.3,50642.7,33.11,50270.9,32918,0.51,2.42,0.41,1.83,1.37,4.1,1.352,0.925
16-09-22,2:23:49,0,Default Site,0,5.8,11.7,0.76,0,97.4,6.28,8.07,-105.7,28.588,54206.3,50729.5,33.18,50350.7,32974,0.49,2.28,0.3,1.43,1.28,3.81,1.343,0.919
16-09-22,2:29:49,0,Default Site,0,5.8,11.8,0.87,0,98.1,6.33,8.07,-105.8,28.568,54163.5,50708.1,33.16,50331.7,32960,0.46,2.17,0.4,1.79,1.27,3.79,1.339,0.916
16-09-22,2:35:49,0,Default Site,0,5.8,11.8,0.82,0,98.2,6.33,8.07,-105.8,28.545,54116,50684,33.14,50310.2,32945,0.47,2.19,0.39,1.75,1.28,3.82,1.338,0.915
16-09-22,2:41:49,0,Default Site,0,5.8,11.8,0.87,0,98.3,6.34,8.07,-105.8,28.555,54105.4,50665.1,33.13,50290.4,32932,0.45,2.1,0.26,1.3,1.29,3.86,1.335,0.913
16-09-22,2:47:49,0,Default Site,0,5.8,12,0.78,0,98.5,6.35,8.07,-105.8,28.569,54127.4,50673.5,33.14,50297.2,32938,0.35,1.61,0.29,1.4,1.29,3.87,1.326,0.907
16-09-22,2:53:49,0,Default Site,0,5.8,12.1,0.72,0,98.4,6.34,8.07,-105.8,28.606,54219.6,50725.7,33.17,50344.9,32972,0.41,1.9,0.25,1.24,1.21,3.61,1.313,0.898
16-09-22,2:59:49,0,Default Site,0,5.8,12.1,0.79,0,98.7,6.36,8.07,-105.9,28.619,54249.8,50742.4,33.19,50360.1,32983,0.48,2.25,0.44,1.94,1.21,3.63,1.304,0.892
16-09-22,3:05:49,0,Default Site,0,5.8,12.1,1.03,0,98.7,6.36,8.07,-105.9,28.626,54284.3,50768.2,33.2,50384.9,32999,0.39,1.81,0.3,1.44,1.32,3.95,1.301,0.89
16-09-22,3:11:49,0,Default Site,0,5.8,12.2,0.77,0,99.3,6.4,8.07,-106,28.634,54324,50798.1,33.23,50413.7,33019,0.4,1.85,0.36,1.63,1.15,3.43,1.292,0.883
16-09-22,3:17:49,0,Default Site,0,5.8,12.3,0.69,0,99.2,6.39,8.07,-106,28.627,54261.7,50746.7,33.19,50363.5,32985,0.4,1.84,0.23,1.17,1.15,3.45,1.283,0.878
16-09-22,3:23:49,0,Default Site,0,5.8,12.2,0.67,0,99.4,6.4,8.07,-106.1,28.659,54385.5,50833.1,33.25,50445.7,33042,0.6,2.87,0.46,2.01,1.08,3.23,1.279,0.874
16-09-22,3:29:49,0,Default Site,0,5.8,12.2,0.73,0,99.1,6.37,8.07,-105.9,28.684,54388.8,50813.4,33.24,50423.3,33029,0.44,2.05,0.37,1.67,1.06,3.17,1.267,0.866
16-09-22,3:35:49,0,Default Site,0,5.8,12.2,0.75,0,99.8,6.42,8.07,-106.1,28.672,54338.3,50776.7,33.21,50388.2,33005,0.46,2.16,0.4,1.78,1.09,3.25,1.264,0.864
16-09-22,3:41:49,0,Default Site,0,5.8,12.2,1.07,0,99.7,6.41,8.07,-106,28.685,54359.9,50785.7,33.21,50395.7,33011,0.46,2.15,0.38,1.71,1.05,3.13,1.247,0.852
16-09-22,3:47:49,0,Default Site,0,5.8,12.2,0.76,0,100.4,6.46,8.07,-106.1,28.687,54353,50777,33.21,50386.8,33005,0.68,3.27,0.61,2.53,1.04,3.11,1.243,0.85
16-09-22,3:53:49,0,Default Site,0,5.8,12.2,0.77,0,100.3,6.45,8.07,-106.1,28.686,54341.2,50767.3,33.2,50377.3,32999,0.44,2.06,0.36,1.63,1.06,3.16,1.231,0.842
16-09-22,3:59:49,0,Default Site,0,5.8,12.2,0.85,0,100.2,6.45,8.07,-106.1,28.694,54367,50783.9,33.21,50393,33010,0.51,2.4,0.44,1.92,1.04,3.12,1.226,0.838
16-09-22,4:05:49,0,Default Site,0,5.8,12.3,1.08,0,99.9,6.42,8.07,-106,28.699,54370.5,50782.5,33.21,50390.9,33009,0.49,2.29,0.46,2,1.04,3.09,1.214,0.83
16-09-22,4:11:49,0,Default Site,0,5.8,12.2,0.82,0,99.2,6.38,8.07,-105.9,28.722,54372.2,50763.5,33.2,50369.6,32996,0.55,2.61,0.45,1.95,1.03,3.08,1.211,0.828
16-09-22,4:17:49,0,Default Site,0,5.8,12.2,0.79,0,97.2,6.25,8.06,-105.4,28.753,54491.8,50847.3,33.26,50449.3,33051,0.45,2.08,0.47,2.04,1,2.99,1.205,0.823
16-09-22,4:23:49,0,Default Site,0,5.8,12.2,1.16,0,97.4,6.25,8.06,-105.5,28.77,54477.1,50817.7,33.24,50418,33032,0.48,2.24,0.33,1.53,1.03,3.09,1.191,0.814
16-09-22,4:29:49,0,Default Site,0,5.8,12.2,0.8,0,99.2,6.38,8.07,-105.9,28.759,54479.7,50830.2,33.25,50431.7,33040,0.43,2,0.29,1.39,0.97,2.9,1.184,0.809
16-09-22,4:35:49,0,Default Site,0,5.8,12.3,0.75,0,96.7,6.21,8.06,-105.3,28.789,54589.9,50906,33.3,50503.5,33089,0.5,2.35,0.39,1.74,1.03,3.08,1.181,0.807
16-09-22,4:41:49,0,Default Site,0,5.8,12.3,0.87,0,98.9,6.35,8.07,-106,28.816,54653.7,50940.9,33.33,50535.1,33112,0.54,2.54,0.51,2.16,0.91,2.72,1.174,0.802
16-09-22,4:47:49,0,Default Site,0,5.8,12.4,0.81,0,96.5,6.19,8.06,-105.5,28.851,54686.4,50939.2,33.32,50529.5,33110,0.6,2.87,0.63,2.58,1,3,1.175,0.803
16-09-22,4:53:49,0,Default Site,0,5.8,12.4,1.5,0,96.6,6.19,8.06,-105.6,28.88,54715.3,50940.3,33.32,50527.4,33111,0.63,2.98,0.48,2.06,0.97,2.91,1.16,0.793
16-09-22,4:59:49,0,Default Site,0,5.8,12.3,1.16,0,99.2,6.36,8.08,-106.5,28.85,54696,50949.2,33.33,50539.5,33117,0.45,2.1,0.58,2.4,0.9,2.69,1.148,0.784
16-09-22,5:05:49,0,Default Site,0,5.8,12.3,2.9,0,102.1,6.54,8.08,-106.6,28.837,54764,51024.7,33.39,50615.9,33166,0.59,2.79,0.47,2.05,0.83,2.48,1.142,0.78
16-09-22,5:11:49,0,Default Site,0,5.8,12.5,0.66,0,101.7,6.52,8.08,-106.6,28.858,54771.1,51012.1,33.38,50601,33158,0.46,2.13,0.35,1.6,0.78,2.33,1.138,0.777
16-09-22,5:17:49,0,Default Site,0,5.8,12.5,0.67,0,101,6.47,8.08,-106.5,28.867,54760.8,50994.5,33.36,50582.6,33146,0.56,2.63,0.69,2.79,0.79,2.35,1.133,0.774
16-09-22,5:23:49,0,Default Site,0,5.8,12.4,0.85,0,99.8,6.39,8.07,-106.2,28.893,54768.9,50978.1,33.35,50563.3,33136,0.79,3.82,0.56,2.35,0.8,2.39,1.131,0.772
16-09-22,5:29:49,0,Default Site,0,5.8,12.5,3.59,0,99.2,6.35,8.07,-106.1,28.908,54766.4,50962.2,33.34,50546,33125,0.49,2.29,0.36,1.64,0.85,2.53,1.127,0.769
16-09-22,5:35:49,0,Default Site,0,5.8,12.6,0.84,0,98.8,6.33,8.07,-106.1,28.937,54806.8,50973.9,33.35,50554.3,33133,0.41,1.9,0.38,1.7,0.91,2.7,1.118,0.763
16-09-22,5:41:49,0,Default Site,0,5.8,12.7,0.67,0,100.7,6.45,8.08,-106.3,28.914,54815.3,51002.5,33.37,50585.2,33152,0.44,2.03,0.3,1.42,0.83,2.48,1.119,0.764
16-09-22,5:47:49,0,Default Site,0,5.8,12.6,0.75,0,103.3,6.62,8.09,-106.9,28.897,54854.3,51054,33.41,50638.2,33185,0.5,2.34,0.56,2.33,0.75,2.23,1.117,0.763
16-09-22,5:53:49,0,Default Site,0,5.8,13,0.64,0,103.2,6.61,8.08,-106.8,28.922,54880,51055.3,33.41,50636.7,33186,0.33,1.48,0.26,1.28,0.71,2.12,1.118,0.763
16-09-22,5:59:49,0,Default Site,0,5.8,13,0.71,0,103.6,6.63,8.09,-106.9,28.94,54910.2,51066.8,33.41,50646.1,33193,0.43,1.98,0.27,1.32,0.77,2.3,1.118,0.763
16-09-22,6:05:49,0,Default Site,0,5.8,12.9,0.88,0,103,6.59,8.09,-106.8,28.963,54914.6,51050.7,33.4,50627.6,33183,0.48,2.23,0.46,1.98,0.7,2.09,1.115,0.761
16-09-22,6:11:49,0,Default Site,0,5.8,12.8,0.67,0,104.6,6.7,8.09,-107.1,28.946,54902.4,51054.6,33.4,50633.3,33185,0.37,1.72,0.51,2.18,0.71,2.13,1.117,0.763
16-09-22,6:17:49,0,Default Site,0,5.8,12.9,1.07,0,106,6.78,8.09,-107.3,28.936,54978.2,51133.6,33.46,50712.8,33237,0.52,2.47,0.49,2.1,0.63,1.88,1.12,0.765
16-09-22,6:23:49,0,Default Site,0,5.8,12.9,0.89,0,106,6.78,8.09,-107.2,28.974,55055.8,51171.9,33.49,50746.5,33262,0.49,2.31,0.46,1.98,0.61,1.82,1.129,0.771
16-09-22,6:29:49,0,Default Site,0,5.8,12.9,0.66,0,106.1,6.78,8.09,-107.3,28.983,55068.9,51175.5,33.49,50749,33264,0.5,2.37,0.54,2.26,0.63,1.87,1.13,0.772
